admin_user_email,input_phrase,input_language,output_phrase,output_language,category
sanoop@rightsolutions.ae,Soie de maïs,FRENCH,Corn Silk,ENGLISH,batch 1
sanoop@rightsolutions.ae,D-Limonene,FRENCH,D-Limonene,ENGLISH,batch 1
sanoop@rightsolutions.ae,D1-Alpha-tocophérol,FRENCH,D1-Alpha-tocopherol,ENGLISH,batch 1
sanoop@rightsolutions.ae,Diet Pepsi,FRENCH,Diet Pepsi,ENGLISH,batch 1
sanoop@rightsolutions.ae,Coca light,FRENCH,Diet Coke,ENGLISH,batch 1
sanoop@rightsolutions.ae,Diet Moutain Dew,FRENCH,Diet Moutain Dew,ENGLISH,batch 1
sanoop@rightsolutions.ae,Diglycéride,FRENCH,Diglyceride,ENGLISH,batch 1
sanoop@rightsolutions.ae,Thiodipropionate de dilauryle,FRENCH,Dilauryl Thiodipropionate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Poulet,FRENCH,Chicken,ENGLISH,batch 1
sanoop@rightsolutions.ae,Poulet nourri au maïs,FRENCH,Cornfed Chicken,ENGLISH,batch 1
sanoop@rightsolutions.ae,BodyArmor,FRENCH,BodyArmor,ENGLISH,batch 1
sanoop@rightsolutions.ae,Matière grasse du lait,FRENCH,Milk Fat,ENGLISH,batch 1
sanoop@rightsolutions.ae,Matière grasse du lait,FRENCH,Milkfat,ENGLISH,batch 1
sanoop@rightsolutions.ae,Matière grasse du lait,FRENCH,Milkfat,ENGLISH,batch 1
sanoop@rightsolutions.ae,Farine de pain,FRENCH,Bread Flour,ENGLISH,batch 1
sanoop@rightsolutions.ae,Farine de maïs,FRENCH,Corn Flour,ENGLISH,batch 1
sanoop@rightsolutions.ae,Farine de maïs,FRENCH,Corn Meal,ENGLISH,batch 1
sanoop@rightsolutions.ae,Farine d'orge,FRENCH,Barley Flour,ENGLISH,batch 1
sanoop@rightsolutions.ae,Farine de blé entière,FRENCH,Entire Wheat Flour,ENGLISH,batch 1
sanoop@rightsolutions.ae,Farine de blé entier bromée,FRENCH,Bromated Whole Wheat Flour,ENGLISH,batch 1
sanoop@rightsolutions.ae,Farine d'amande,FRENCH,Almond Flour,ENGLISH,batch 1
sanoop@rightsolutions.ae,Farine blanchie,FRENCH,Bleached Flour,ENGLISH,batch 1
sanoop@rightsolutions.ae,Farine blanchie enrichie,FRENCH,Enriched Bleached Flour,ENGLISH,batch 1
sanoop@rightsolutions.ae,Farine de blé enrichie,FRENCH,Enriched wheat flour (),ENGLISH,batch 1
sanoop@rightsolutions.ae,Décolorants,FRENCH,Bleached wheat flour,ENGLISH,batch 1
sanoop@rightsolutions.ae,Orge séchée,FRENCH,Dry Milled Barley,ENGLISH,batch 1
sanoop@rightsolutions.ae,Farine d'amande blanchie moulue,FRENCH,"Almond Flour, Blanched Ground",ENGLISH,batch 1
sanoop@rightsolutions.ae,Farine de Maida chlorée,FRENCH,Chlorinated Maida Flour,ENGLISH,batch 1
sanoop@rightsolutions.ae,Farine tout usage,FRENCH,All-Purpose Flour,ENGLISH,batch 1
sanoop@rightsolutions.ae,Farine claire,FRENCH,Clear Flour,ENGLISH,batch 1
sanoop@rightsolutions.ae,Farine enrichie,FRENCH,Enriched Flour,ENGLISH,batch 1
sanoop@rightsolutions.ae,Farine de marante,FRENCH,Arrowroot Flour,ENGLISH,batch 1
sanoop@rightsolutions.ae,Dr Pepper,FRENCH,Dr Pepper,ENGLISH,batch 1
sanoop@rightsolutions.ae,Dextrine,FRENCH,Dextrin,ENGLISH,batch 1
sanoop@rightsolutions.ae,Amidon rôti de dextrine,FRENCH,Dextrin Roasted Starch,ENGLISH,batch 1
sanoop@rightsolutions.ae,Dauphin,FRENCH,Dolphin,ENGLISH,batch 1
sanoop@rightsolutions.ae,Damiana,FRENCH,Damiana,ENGLISH,batch 1
sanoop@rightsolutions.ae,Graisse de beurre,FRENCH,Butter Fat,ENGLISH,batch 1
sanoop@rightsolutions.ae,Graisse de poulet,FRENCH,Chicken fat,ENGLISH,batch 1
sanoop@rightsolutions.ae,Graisse de karité,FRENCH,Shea fat,ENGLISH,batch 1
sanoop@rightsolutions.ae,Graisse de noix de coco,FRENCH,Coconut fat,ENGLISH,batch 1
sanoop@rightsolutions.ae,Donut,FRENCH,Doughnut,ENGLISH,batch 1
sanoop@rightsolutions.ae,Dinde domestique,FRENCH,Domestic Turkey,ENGLISH,batch 1
sanoop@rightsolutions.ae,Chapon,FRENCH,Capon,ENGLISH,batch 1
sanoop@rightsolutions.ae,Diphosphate dicalcique,FRENCH,Dicalcium Diphosphate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Phosphate dicalcique anhydre,FRENCH,"Dicalcium Phosphate, Anhydrous",ENGLISH,batch 1
sanoop@rightsolutions.ae,"Phosphate dicalcique, déshydraté",FRENCH,"Dicalcium Phosphate, Dihydrate",ENGLISH,batch 1
sanoop@rightsolutions.ae,Blé,FRENCH,Corn,ENGLISH,batch 1
sanoop@rightsolutions.ae,Malates de calcium,FRENCH,Calcium malates,ENGLISH,batch 1
sanoop@rightsolutions.ae,Ormeau,FRENCH,Abalone,ENGLISH,batch 1
sanoop@rightsolutions.ae,Boisson désaltérante 10-K,FRENCH,10-K Thirst Quencher,ENGLISH,batch 1
sanoop@rightsolutions.ae,Aubépine,FRENCH,Black Haw,ENGLISH,batch 1
sanoop@rightsolutions.ae,"heptononolactone 1,4",FRENCH,"1,4-heptononolactone",ENGLISH,batch 1
sanoop@rightsolutions.ae,Pain aux dattes et aux noix,FRENCH,Date and Walnut Loaf,ENGLISH,batch 1
sanoop@rightsolutions.ae,Bedfordshire Clanger,FRENCH,Bedfordshire Clanger,ENGLISH,batch 1
sanoop@rightsolutions.ae,Biscuit croquant,FRENCH,Cookie Crisp,ENGLISH,batch 1
sanoop@rightsolutions.ae,Flocons de maïs,FRENCH,Corn Flakes,ENGLISH,batch 1
sanoop@rightsolutions.ae,Flocons de maïs,FRENCH,Corn Flakes,ENGLISH,batch 1
sanoop@rightsolutions.ae,Flocons d'orge,FRENCH,Barley Flakes,ENGLISH,batch 1
sanoop@rightsolutions.ae,Pépite de chocolat,FRENCH,Chocolate chip (),ENGLISH,batch 1
sanoop@rightsolutions.ae,Pépites de chocolat,FRENCH,Chocolate chips (),ENGLISH,batch 1
sanoop@rightsolutions.ae,Flocons de céleri,FRENCH,Celery Flakes,ENGLISH,batch 1
sanoop@rightsolutions.ae,Flocons givrés,FRENCH,Frosted Flakes,ENGLISH,batch 1
sanoop@rightsolutions.ae,Acide acétique,FRENCH,Acetic Acid,ENGLISH,batch 1
sanoop@rightsolutions.ae,Acide acétique,FRENCH,Acetic acid,ENGLISH,batch 1
sanoop@rightsolutions.ae,Esters Acides Acétiques de Mono et Diglycérides d'Acides Gras,FRENCH,Acetic Acid Esters of Mono and Diglycerides of Fatty Acids,ENGLISH,batch 1
sanoop@rightsolutions.ae,Esters d'acide acétique de mono- et diglycérides d'acides gras,FRENCH,Acetic acid esters of mono- and diglycerides of fatty acids,ENGLISH,batch 1
sanoop@rightsolutions.ae,Acide Acétique Glacial,FRENCH,"Acetic Acid, Glacial",ENGLISH,batch 1
sanoop@rightsolutions.ae,Anhydride acétique,FRENCH,Acetic Anhydride,ENGLISH,batch 1
sanoop@rightsolutions.ae,Colin the Caterpillar,FRENCH,Collin the Caterpillar,ENGLISH,batch 1
sanoop@rightsolutions.ae,Tout sport,FRENCH,All Sport,ENGLISH,batch 1
sanoop@rightsolutions.ae,Yaourt glacé,FRENCH,Frozen Yoghurt,ENGLISH,batch 1
sanoop@rightsolutions.ae,Yaourt glacé,FRENCH,Frozen Yogurt,ENGLISH,batch 1
sanoop@rightsolutions.ae,Beurre,FRENCH,Butter,ENGLISH,batch 1
sanoop@rightsolutions.ae,Haricot beurre,FRENCH,Butter Bean,ENGLISH,batch 1
sanoop@rightsolutions.ae,Matière grasse,FRENCH,Butterfat,ENGLISH,batch 1
sanoop@rightsolutions.ae,Babeurre,FRENCH,Buttermilk,ENGLISH,batch 1
sanoop@rightsolutions.ae,Babeurre séché,FRENCH,"Buttermilk, Dried",ENGLISH,batch 1
sanoop@rightsolutions.ae,Beurre de karité,FRENCH,Shea butter,ENGLISH,batch 1
sanoop@rightsolutions.ae,Beurre de cacao,FRENCH,Cacao Butter,ENGLISH,batch 1
sanoop@rightsolutions.ae,Beurre de cacao,FRENCH,Cocoa Butter,ENGLISH,batch 1
sanoop@rightsolutions.ae,Babeurre séché,FRENCH,Dried Buttermilk,ENGLISH,batch 1
sanoop@rightsolutions.ae,Beurre clarifié,FRENCH,Clarified Butter,ENGLISH,batch 1
sanoop@rightsolutions.ae,Beurre clarifié,FRENCH,"Butter, Clarified",ENGLISH,batch 1
sanoop@rightsolutions.ae,Zinc,FRENCH,Zinc,ENGLISH,batch 1
sanoop@rightsolutions.ae,"Zinc, Zn",FRENCH,"Zinc, Zn",ENGLISH,batch 1
sanoop@rightsolutions.ae,Fleur de bardane,FRENCH,Burdock Flower,ENGLISH,batch 1
sanoop@rightsolutions.ae,Bourrache,FRENCH,Borage,ENGLISH,batch 1
sanoop@rightsolutions.ae,Pétales de roses séchées,FRENCH,Dried Rose Petals,ENGLISH,batch 1
sanoop@rightsolutions.ae,Huile d'Argan,FRENCH,Argan Oil,ENGLISH,batch 1
sanoop@rightsolutions.ae,Huile de bardane,FRENCH,Burdock Oil,ENGLISH,batch 1
sanoop@rightsolutions.ae,Huile babassu,FRENCH,Babassu Oil,ENGLISH,batch 1
sanoop@rightsolutions.ae,Huile essentielle de bergamote,FRENCH,Bergamot Essential Oil,ENGLISH,batch 1
sanoop@rightsolutions.ae,Huile de baume,FRENCH,Balm Oil,ENGLISH,batch 1
sanoop@rightsolutions.ae,Huile de carotte,FRENCH,Carrot Oil,ENGLISH,batch 1
sanoop@rightsolutions.ae,Huile d'agrumes,FRENCH,Citrus Oil,ENGLISH,batch 1
sanoop@rightsolutions.ae,Huile de castor,FRENCH,Castor Oil,ENGLISH,batch 1
sanoop@rightsolutions.ae,Huile de maïs,FRENCH,Corn Oil,ENGLISH,batch 1
sanoop@rightsolutions.ae,Huile de beurre,FRENCH,Butter Oil,ENGLISH,batch 1
sanoop@rightsolutions.ae,Huile de cannelle,FRENCH,Cinnamon Oil,ENGLISH,batch 1
sanoop@rightsolutions.ae,Amarante,FRENCH,Amaranth Oil,ENGLISH,batch 1
sanoop@rightsolutions.ae,Huile de noix de cajou,FRENCH,Cashew Oil,ENGLISH,batch 1
sanoop@rightsolutions.ae,Huile de camélia,FRENCH,Camellia Oil,ENGLISH,batch 1
sanoop@rightsolutions.ae,Huile de cananga,FRENCH,Cananga Oil,ENGLISH,batch 1
sanoop@rightsolutions.ae,Huile de canola,FRENCH,Canola Oil,ENGLISH,batch 1
sanoop@rightsolutions.ae,Huile de cumin,FRENCH,Cumin Oil,ENGLISH,batch 1
sanoop@rightsolutions.ae,Huile d'amande,FRENCH,Almond Oil,ENGLISH,batch 1
sanoop@rightsolutions.ae,Huile d'abricot,FRENCH,Apricot Oil,ENGLISH,batch 1
sanoop@rightsolutions.ae,Huile d'avocat,FRENCH,Avocado Oil,ENGLISH,batch 1
sanoop@rightsolutions.ae,Huile de pépins de cassis,FRENCH,Blackcurrant Seed Oil,ENGLISH,batch 1
sanoop@rightsolutions.ae,Huile de graines de coriandre,FRENCH,Coriander Seed Oil,ENGLISH,batch 1
sanoop@rightsolutions.ae,Huile de Ben,FRENCH,Ben Oil,ENGLISH,batch 1
sanoop@rightsolutions.ae,Huile de graines de coton,FRENCH,Cotton Seed Oil,ENGLISH,batch 1
sanoop@rightsolutions.ae,Huile de graines de bourrache,FRENCH,Borage Seed Oil,ENGLISH,batch 1
sanoop@rightsolutions.ae,Huile de baume,FRENCH,Balsam Peru Oil,ENGLISH,batch 1
sanoop@rightsolutions.ae,Huile de noix de coco,FRENCH,Coconut Oil,ENGLISH,batch 1
sanoop@rightsolutions.ae,Huile de graine noire,FRENCH,Black Seed Oil,ENGLISH,batch 1
sanoop@rightsolutions.ae,Huile végétale bromée,FRENCH,Brominated Vegetable Oil,ENGLISH,batch 1
sanoop@rightsolutions.ae,Huile comestible,FRENCH,Edible Oil,ENGLISH,batch 1
sanoop@rightsolutions.ae,Huile de gousse de caroube,FRENCH,Carob Pod Oil,ENGLISH,batch 1
sanoop@rightsolutions.ae,Huile de cajeput,FRENCH,Cajeput Oil,ENGLISH,batch 1
sanoop@rightsolutions.ae,Zivania,FRENCH,Zivania,ENGLISH,batch 1
sanoop@rightsolutions.ae,Huiles comestibles,FRENCH,Edible Oils,ENGLISH,batch 1
sanoop@rightsolutions.ae,Citrate de zinc,FRENCH,Zinc Citrate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Citrate de calcium,FRENCH,Calcium Citrate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Citrate de calcium,FRENCH,Calcium citrates,ENGLISH,batch 1
sanoop@rightsolutions.ae,Stéarate de zinc,FRENCH,Zinc Stearate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Stéarate de calcium,FRENCH,Calcium Stearate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Steak de poitrine de boeuf,FRENCH,Beef Brisket Steak,ENGLISH,batch 1
sanoop@rightsolutions.ae,Cervelat,FRENCH,Cervelat,ENGLISH,batch 1
sanoop@rightsolutions.ae,Saucisse chinoise,FRENCH,Chinese Sausage,ENGLISH,batch 1
sanoop@rightsolutions.ae,Cabanossi,FRENCH,Cabanossi,ENGLISH,batch 1
sanoop@rightsolutions.ae,Chorizo,FRENCH,Chorizo,ENGLISH,batch 1
sanoop@rightsolutions.ae,Sucre de lait,FRENCH,Milk Sugar,ENGLISH,batch 1
sanoop@rightsolutions.ae,Sucre de maïs,FRENCH,Corn Sugar,ENGLISH,batch 1
sanoop@rightsolutions.ae,Sucre de betterave,FRENCH,Beet Sugar,ENGLISH,batch 1
sanoop@rightsolutions.ae,Dextrose,FRENCH,Dextrose,ENGLISH,batch 1
sanoop@rightsolutions.ae,Sucre de fruits,FRENCH,Fruit Sugar,ENGLISH,batch 1
sanoop@rightsolutions.ae,Sucre brun,FRENCH,Brown Sugar,ENGLISH,batch 1
sanoop@rightsolutions.ae,Panier de fromage,FRENCH,Basket Cheese,ENGLISH,batch 1
sanoop@rightsolutions.ae,Crabe,FRENCH,Crab,ENGLISH,batch 1
sanoop@rightsolutions.ae,Crabe bleu,FRENCH,Blue Crab,ENGLISH,batch 1
sanoop@rightsolutions.ae,Crabe dormeur,FRENCH,Dungeness Crab,ENGLISH,batch 1
sanoop@rightsolutions.ae,Caille domestique,FRENCH,Domesticated Quail,ENGLISH,batch 1
sanoop@rightsolutions.ae,Sésame,FRENCH,Benne,ENGLISH,batch 1
sanoop@rightsolutions.ae,Colin d'Alaska,FRENCH,Alaska Pollock,ENGLISH,batch 1
sanoop@rightsolutions.ae,Brème,FRENCH,Bream,ENGLISH,batch 1
sanoop@rightsolutions.ae,Anchois,FRENCH,Anchovies,ENGLISH,batch 1
sanoop@rightsolutions.ae,Dory,FRENCH,Dory,ENGLISH,batch 1
sanoop@rightsolutions.ae,Omble de fontaine,FRENCH,Brook Trout,ENGLISH,batch 1
sanoop@rightsolutions.ae,Truite fardée,FRENCH,Cutthroat Trout,ENGLISH,batch 1
sanoop@rightsolutions.ae,Poisson-chat,FRENCH,Catfish,ENGLISH,batch 1
sanoop@rightsolutions.ae,Poisson chat,FRENCH,Channel Catfish,ENGLISH,batch 1
sanoop@rightsolutions.ae,Carpe,FRENCH,Carp,ENGLISH,batch 1
sanoop@rightsolutions.ae,Bar,FRENCH,Bass,ENGLISH,batch 1
sanoop@rightsolutions.ae,Bar de la mer,FRENCH,"Bass, Sea",ENGLISH,batch 1
sanoop@rightsolutions.ae,Bar noir,FRENCH,Black Sea Bass,ENGLISH,batch 1
sanoop@rightsolutions.ae,Bar rayé,FRENCH,"Bass, Striped",ENGLISH,batch 1
sanoop@rightsolutions.ae,Morue,FRENCH,Cod,ENGLISH,batch 1
sanoop@rightsolutions.ae,Morue noire,FRENCH,Black Cod,ENGLISH,batch 1
sanoop@rightsolutions.ae,Poisson bleu,FRENCH,Bluefish,ENGLISH,batch 1
sanoop@rightsolutions.ae,Lotte de mer,FRENCH,Angler,ENGLISH,batch 1
sanoop@rightsolutions.ae,Barbue,FRENCH,Brill,ENGLISH,batch 1
sanoop@rightsolutions.ae,Poisson basa,FRENCH,Basa,ENGLISH,batch 1
sanoop@rightsolutions.ae,Sardini,FRENCH,Bonito,ENGLISH,batch 1
sanoop@rightsolutions.ae,Dorade,FRENCH,Dorade,ENGLISH,batch 1
sanoop@rightsolutions.ae,Sole de Dover,FRENCH,Dover Sole,ENGLISH,batch 1
sanoop@rightsolutions.ae,Saumon Chinook,FRENCH,Chinook Salmon,ENGLISH,batch 1
sanoop@rightsolutions.ae,Saumon Coho,FRENCH,Coho Salmon,ENGLISH,batch 1
sanoop@rightsolutions.ae,Anchois,FRENCH,Anchovy,ENGLISH,batch 1
sanoop@rightsolutions.ae,Barracuda,FRENCH,Barracuda,ENGLISH,batch 1
sanoop@rightsolutions.ae,Thon rouge de l'Atlantique,FRENCH,Atlantic Bluefin Tuna,ENGLISH,batch 1
sanoop@rightsolutions.ae,Thon rouge,FRENCH,Bluefin Tuna,ENGLISH,batch 1
sanoop@rightsolutions.ae,Thon à nageoires noires,FRENCH,Blackfin Tuna,ENGLISH,batch 1
sanoop@rightsolutions.ae,Sébaste orangé,FRENCH,Atlantic Ocean Perch,ENGLISH,batch 1
sanoop@rightsolutions.ae,Hareng atlantique,FRENCH,Atlantic Herring,ENGLISH,batch 1
sanoop@rightsolutions.ae,Poisson-beurre,FRENCH,Butterfish,ENGLISH,batch 1
sanoop@rightsolutions.ae,Martin-papillon,FRENCH,Butterfly Kingfish,ENGLISH,batch 1
sanoop@rightsolutions.ae,Saumon kéta,FRENCH,Chum Salmon,ENGLISH,batch 1
sanoop@rightsolutions.ae,Saumon atlantique,FRENCH,Atlantic Salmon,ENGLISH,batch 1
sanoop@rightsolutions.ae,Truite brune,FRENCH,Brown Trout,ENGLISH,batch 1
sanoop@rightsolutions.ae,Carpe commune,FRENCH,Common Carp,ENGLISH,batch 1
sanoop@rightsolutions.ae,Légine australe,FRENCH,Chilean Sea Bass,ENGLISH,batch 1
sanoop@rightsolutions.ae,Morue atlantique,FRENCH,Atlantic Cod,ENGLISH,batch 1
sanoop@rightsolutions.ae,Crappie,FRENCH,Crappie,ENGLISH,batch 1
sanoop@rightsolutions.ae,Bonite à dos rayé,FRENCH,Atlantic Bonito,ENGLISH,batch 1
sanoop@rightsolutions.ae,Grenadier bleu,FRENCH,Blue Grenadier,ENGLISH,batch 1
sanoop@rightsolutions.ae,Maquereau,FRENCH,Chub Mackerel,ENGLISH,batch 1
sanoop@rightsolutions.ae,Maquereau commun,FRENCH,Atlantic Mackerel,ENGLISH,batch 1
sanoop@rightsolutions.ae,Maquereau bleu,FRENCH,Blue Mackerel,ENGLISH,batch 1
sanoop@rightsolutions.ae,Chinchard,FRENCH,Atlantic Horse Mackerel,ENGLISH,batch 1
sanoop@rightsolutions.ae,Huile de beurre,FRENCH,Butteroil,ENGLISH,batch 1
sanoop@rightsolutions.ae,Semoule de blé dur,FRENCH,Durum Semolina,ENGLISH,batch 1
sanoop@rightsolutions.ae,Semoule de maïs,FRENCH,Corn Semolina,ENGLISH,batch 1
sanoop@rightsolutions.ae,Sorbate de calcium,FRENCH,Calcium Sorbate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Alun,FRENCH,Alum,ENGLISH,batch 1
sanoop@rightsolutions.ae,Sulfate d'aluminium,FRENCH,Aluminium Sulphate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Sulfate d'aluminium,FRENCH,Aluminium sulphate - Aluminum sulfate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Sulfate d'ammonium,FRENCH,Ammonium Sulfate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Sulfite d'ammonium,FRENCH,Ammonium Sulfite,ENGLISH,batch 1
sanoop@rightsolutions.ae,Sulfate d'ammonium,FRENCH,Ammonium Sulphate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Sulfate d'ammonium,FRENCH,Ammonium sulphate - Ammonium sulfate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Sulfite d'ammonium,FRENCH,Ammonium Sulphite,ENGLISH,batch 1
sanoop@rightsolutions.ae,Persulfate d'ammonium,FRENCH,Ammonium Persulfate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Sulfate d'ammonium d'aluminium,FRENCH,Aluminium Ammonium Sulphate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Sulfate d'ammonium d'aluminium,FRENCH,Aluminium ammonium sulphate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Sulfate de potassium d'aluminium,FRENCH,Aluminium Potassium Sulphate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Sulfate de potassium d'aluminium,FRENCH,Aluminium potassium sulphate - Aluminum potassium sulfate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Sulfate de sodium et d'aluminium,FRENCH,Aluminium Sodium Sulphate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Sulfate de sodium et d'aluminium,FRENCH,Aluminium sodium sulphate - Aluminum sodium sulfate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Sébacate de diéthyle,FRENCH,Diethyl Sebacate,ENGLISH,batch 1
sanoop@rightsolutions.ae,"Citrate d'ammonium, Dibasic",FRENCH,"Ammonium Citrate, Dibasic",ENGLISH,batch 1
sanoop@rightsolutions.ae,Citrate d'ammonium ferrique,FRENCH,Ammonium Ferric Citrate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Citronellal,FRENCH,Citronellal,ENGLISH,batch 1
sanoop@rightsolutions.ae,Cystine,FRENCH,Cystine,ENGLISH,batch 1
sanoop@rightsolutions.ae,Cyclamates,FRENCH,Cyclamates,ENGLISH,batch 1
sanoop@rightsolutions.ae,Ethyl méthyl cellulose,FRENCH,Ethyl Methyl Cellulose,ENGLISH,batch 1
sanoop@rightsolutions.ae,Silicate d'aluminium,FRENCH,Aluminium Silicate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Silicate d'aluminium,FRENCH,Aluminium silicate - Aluminum silicate - Kaolin,ENGLISH,batch 1
sanoop@rightsolutions.ae,Silicate de calcium en aluminium,FRENCH,Aluminium Calcium Silicate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Silicate de calcium en aluminium,FRENCH,Aluminium calcium silicate - Aluminum calcium silicate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Silicate de calcium,FRENCH,Calcium silicate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Silicate de calcium,FRENCH,Calcium Silicate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Chapati,FRENCH,Chapati,ENGLISH,batch 1
sanoop@rightsolutions.ae,Champagne,FRENCH,Champagne,ENGLISH,batch 1
sanoop@rightsolutions.ae,Thé anglais,FRENCH,English Breakfast Tea,ENGLISH,batch 1
sanoop@rightsolutions.ae,Thé noir,FRENCH,Black Tea,ENGLISH,batch 1
sanoop@rightsolutions.ae,English breakfast,FRENCH,Breakfast Tea,ENGLISH,batch 1
sanoop@rightsolutions.ae,Epazote,FRENCH,Epazote,ENGLISH,batch 1
sanoop@rightsolutions.ae,Laurier,FRENCH,Bay Tree,ENGLISH,batch 1
sanoop@rightsolutions.ae,Crème d'œufs,FRENCH,Egg Cream,ENGLISH,batch 1
sanoop@rightsolutions.ae,Sirop de maïs,FRENCH,Corn Syrup,ENGLISH,batch 1
sanoop@rightsolutions.ae,Solides de sirop de maïs,FRENCH,Corn Syrup Solids,ENGLISH,batch 1
sanoop@rightsolutions.ae,Malt d'orge,FRENCH,Barley malt,ENGLISH,batch 1
sanoop@rightsolutions.ae,Accelerade,FRENCH,Accelerade,ENGLISH,batch 1
sanoop@rightsolutions.ae,Bière de maïs,FRENCH,Corn Beer,ENGLISH,batch 1
sanoop@rightsolutions.ae,Bière brune,FRENCH,Brown Ale,ENGLISH,batch 1
sanoop@rightsolutions.ae,Bock,FRENCH,Bock,ENGLISH,batch 1
sanoop@rightsolutions.ae,Sirop de maïs au fructose,FRENCH,Fructose Corn Syrup,ENGLISH,batch 1
sanoop@rightsolutions.ae,Bacon,FRENCH,Bacon,ENGLISH,batch 1
sanoop@rightsolutions.ae,Tarte au œuf et bacon,FRENCH,Bacon and Egg Pie,ENGLISH,batch 1
sanoop@rightsolutions.ae,Orge,FRENCH,Barley,ENGLISH,batch 1
sanoop@rightsolutions.ae,Bière de bouleau,FRENCH,Birch Beer,ENGLISH,batch 1
sanoop@rightsolutions.ae,Barbine,FRENCH,Barbina,ENGLISH,batch 1
sanoop@rightsolutions.ae,Cire d'abeille blanche et jaune,FRENCH,Beeswax,ENGLISH,batch 1
sanoop@rightsolutions.ae,Cire d'abeille,FRENCH,"Beeswax, white and yellow",ENGLISH,batch 1
sanoop@rightsolutions.ae,Huile de cananga,FRENCH,Candelilla wax,ENGLISH,batch 1
sanoop@rightsolutions.ae,Cire de candelilla,FRENCH,Candelilla Wax,ENGLISH,batch 1
sanoop@rightsolutions.ae,Cire de carnauba,FRENCH,Carnauba wax,ENGLISH,batch 1
sanoop@rightsolutions.ae,Cire de carnauba,FRENCH,Carnauba Wax,ENGLISH,batch 1
sanoop@rightsolutions.ae,Betterave,FRENCH,Beet,ENGLISH,batch 1
sanoop@rightsolutions.ae,Dough,FRENCH,Doogh,ENGLISH,batch 1
sanoop@rightsolutions.ae,Menthes au chocolat Andes,FRENCH,Andes Chocolate Mints,ENGLISH,batch 1
sanoop@rightsolutions.ae,Choco Leibnitz,FRENCH,Choco Leibnitz,ENGLISH,batch 1
sanoop@rightsolutions.ae,Chocolat,FRENCH,Chocolate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Pain ciabatta,FRENCH,Ciabatta,ENGLISH,batch 1
sanoop@rightsolutions.ae,Chinook,FRENCH,Chinook,ENGLISH,batch 1
sanoop@rightsolutions.ae,Agave,FRENCH,Agave,ENGLISH,batch 1
sanoop@rightsolutions.ae,Azorubine,FRENCH,Azorubine,ENGLISH,batch 1
sanoop@rightsolutions.ae,Azorubine - Carmoisine,FRENCH,Azorubine - Carmoisine,ENGLISH,batch 1
sanoop@rightsolutions.ae,Alkanet,FRENCH,Alkanet,ENGLISH,batch 1
sanoop@rightsolutions.ae,Noir 7984,FRENCH,Black 7984,ENGLISH,batch 1
sanoop@rightsolutions.ae,Noir brillant BN,FRENCH,Black PN,ENGLISH,batch 1
sanoop@rightsolutions.ae,Rouge allura ac,FRENCH,Allura Red AC,ENGLISH,batch 1
sanoop@rightsolutions.ae,Rouge allura ac,FRENCH,Allura Red AC,ENGLISH,batch 1
sanoop@rightsolutions.ae,Jaune d'œuf,FRENCH,Egg Yolk,ENGLISH,batch 1
sanoop@rightsolutions.ae,Agents anti-agglomérants,FRENCH,ACA,ENGLISH,batch 1
sanoop@rightsolutions.ae,Chutneys,FRENCH,Chutneys,ENGLISH,batch 1
sanoop@rightsolutions.ae,Sauce barbecue,FRENCH,Barbecue Sauce,ENGLISH,batch 1
sanoop@rightsolutions.ae,Sauce béchamel,FRENCH,Bechamel Sauce,ENGLISH,batch 1
sanoop@rightsolutions.ae,Sauce bolognaise,FRENCH,Bolognese Sauce,ENGLISH,batch 1
sanoop@rightsolutions.ae,Sauce espagnole,FRENCH,Espagnole Sauce,ENGLISH,batch 1
sanoop@rightsolutions.ae,Brown sauce,FRENCH,Brown Sauce,ENGLISH,batch 1
sanoop@rightsolutions.ae,Chutney,FRENCH,Chutney,ENGLISH,batch 1
sanoop@rightsolutions.ae,Aigre-doux,FRENCH,Agrodolce,ENGLISH,batch 1
