admin_user_email,,english_phrase,arabic_phrase,french_phrase
,,Adzuki Bean,فاصوليا صينية,Haricot Adzuki
,,Dragonfruit,فاكهة الباتايا,Fruit du dragon
,,Cherimoya,فاكهة القشطة,Cherimoya
,,Durian,فاكهة تايلاندية,Durian
,,Fruity,فاكهي,Fruité
,,Crumble,فتات,Crumble
,,Apple Crumble,فتات التفاح,Crumble aux pommes
,,Daikon,"فجل أبيض
",Daikon
,,Daikon Oroshi,"فجل أبيض
",Daikon Oroshi
,,Fructooligosaccharide,فراكتوليجوساكاريد (F.O.S),Fructooligosaccharide
,,Fructose,فركتوز,Fructose
,,Crystalline Fructose,فركتوز بلوري,Fructose Cristalline
,,Bay Bolete,فطر باي بوليت,Bolet bai
,,Chanterelle,فطر شانتيريل,Chanterelle
,,Amethyst Deceiver,فطر ملون,Laccaire améthyste
,,Blackberry and Apple Pie,فطيرة التفاح والتوت الأسود,Tarte aux mûres et pommes
,,Blackberry Pie,فطيرة التوت الأسود,Tarte aux mûres
,,Blueberry Pie,فطيرة التوت البري,Tarte aux myrtilles
,,Cheese and Onion Pie,فطيرة الجبنة والبصل,Tarte aux oignons et au fromage
,,Chicken and Mushroom Pie,فطيرة الدجاج بالفطر,Tarte au poulet et aux champignons
,,Shepherd's Pie,فطيرة الراعي,Tarte shepherd's pie
,,Butter Pie,فطيرة الزبدة,Tarte au beurre
,,Chess Pie,فطيرة الشطرنج,Tarte Chess
,,Fruit Pie,فطيرة الفاكهة,Tarte aux fruits
,,Cashew Pie,فطيرة الكاجو,Tarte aux noix de cajou
,,Custard Pie,فطيرة الكاسترد,Tarte à la crème
,,Cherry Pie,فطيرة الكرز,Tarte aux cerises
,,Chestnut Pie,فطيرة الكستناء,Tarte aux châtaignes
,,Cornish Pasty,فطيرة الكورنيش,Cornish Pasty
,,Corned Beef Pie,فطيرة اللحم المفروم,Tarte au bœuf salé
,,Banoffee Pie,فطيرة بانوفي,Banoffee pie
,,Black Bottom Pie,فطيرة بلاك بوتوم,Tarte inférieure noire
,,Boston Cream Pie,فطيرة بوسطن كريم,Gâteau à la crème de Boston
,,Apple Pie,فطيرة تفاح,Tarte aux pommes américaine
,,American Apple Pie,فطيرة تفاح أمريكية,Amchur
,,Cottage Pie,فطيرة جبنة القريش,Tarte Cottage
,,Buko Pie,فطيرة جوز الهند بالكاسترد,Buko pie
,,Cream Pie,فطيرة كريمة,Tarte à La Crème
,,Cuury Pie,فطيرة كيوري,Tarte au cuury
,,Banana Pepper,فلفل الموز,Poivre banane
,,Black Pepper,فلفل أسود,Poivre
,,Chile Pepper,فلفل تشيلي,Poivre du Chili
,,Alligator Pepper,فلفل تمساح,Poivre d'alligator
,,Allspice,فلفل جمايكي,Piment
,,Cayenne Pepper,فلفل حريف,Poivre de Cayenne
,,Cuban Pepper,فلفل كوبي,Poivre cubain
,,Cubanelle Pepper,فلفل كوبي حلو,Poivre cubanelle
,,Dried Fruit,فواكه مجففة,Fruit sec
,,Calcium Formate,فورمات الكالسيوم,Formiate De Calcium
,,Anisyl Formate,فورمات اليانسون,Anisyl Formate
,,Ethyl Formate,فورميت الأثيل,Formiate d'éthyle
,,Ammonium Phosphate,فوسفات الأمونيوم,Persulfate d'ammonium
,,Ammonium Persulphate,فوسفات الأمونيوم,Phosphate d'ammonium
,,Ammonium Phosphate Monobasic,فوسفات الأمونيوم أحادية القاعدة,Phosphate d'ammonium monobasique
,,Ammonium Phosphate Dibasic,فوسفات الأمونيوم ثنائية القاعدة,Phosphate d'ammonium dibasique
,,Bone Phosphate,فوسفات العظام,Phosphate osseux
,,Calcium Phosphate,فوسفات الكالسيوم,Phosphate de calcium
,,Calcium phosphates,فوسفات الكالسيوم,Phosphate de calcium
,,Calcium Fumarate,فومارات الكالسيوم,Fumarate de Calcium
,,Alpha Tocopheryl Acetate,فيتامين E,Acétate Alpha Tocopheryl
,,Alpha-Tocopherol,فيتامين E,Alpaga-tocophérol
,,Alpha-tocopherol,فيتامين E,Alpaga-tocophérol
,,Delta-tocopherol,فيتامين ه,Delta-tocophérol
,,Delta-tocopherol,فيتامين ه,Delta-tocophérol
,,Calcium ferrocyanide,فيرو سيانيد الكالسيوم,Ferrocyanure de calcium
,,Calcium Ferrocyanide,فيروسيانيد الكالسيوم,Ferrocyanure de calcium
,,100 Big Bar,قالب كبير,Grand bar 100
,,Caper,قبار,Câpre
,,Shark,قرش,Requin
,,Butternut Squash,قرع,Courge butternut
,,Cinnamon,قرفة,Cannelle
,,Cassia,قرفة صينية,Cassia
,,Cochineal,قرمزي,Cochenille
,,Cochineal - Carminic acid - Carmines,قرمزي - حمض الكارمينيك - كارمينيس,Cochenille - Acide carminique - Carmines
,,Cauliflower,قرنبيط,Choufleur
,,Broccoflower,قرنبيط أخضر,Chou-fleur vert
,,Carob Pod,قرنة الخروب,Gousse de caroube
,,Custard Cream,قشدة كاسترد,Crème pâtissière
,,Bonito Flakes,قشر سمك البونيتو,Katsuobushi
,,Cacao Shell,قشرة الكاكاو,Coquille de cacao
,,American Cream,قشطة أمريكية,Crème américaine
,,Cane Sugar,قصب سكر,Sucre de canne
,,Domestic Cat,قطة محلية,Chat domestique
,,Catnip,قطرم,Cataire
,,Aero Mint,قطع الأيرو,Menthe aéro
,,Cacao nibs,قطع الكاكاو,Noix de cacao
,,Apple Mint,قطع تفاح صغيرة,Menthe odorante
,,Coconut meat,قطع جوز الهند,Viande de noix de coco
,,Bread Roll,قطعة خبز,Petit pain
,,Beef Stock Cube,قطعة لحم غير مبهرة,Cube de bouillon de bœuf
,,Amaranth,قطيفة,Amarante
,,ADDA,قعدة,ADDA
,,Eddo,قلقاس,Eddo
,,Eddoe,قلقاس,Eddoe
,,Durum Flour,قمح صلب,Farine de blé dur
,,Durum Wheat,قمح صلب,Blé dur
,,Coarse-Ground Wheat,قمح مطحون,Blé de terre grossière
,,Cracked Wheat,قمح مطحون,Blé concassé
,,Crushed Wheat,قمح مطحون,Blé concassé
,,Coffee,قهوة,Café
,,Daily Value,قيمة يومية,Valeur quotidienne
,,Capellini,كابليني,Capellini
,,Capybara,كابيبارا,Capybara
,,Capelli da Chef,كابيلي دا شيف,Capelli da Chef
,,Capelli d'angelo,كابيلي دي أنجيلو,Capelli d'angelo
,,Capelin Roe,كابيلين رو,Œufs de capelan
,,Cadbury Dairy Milk,كادبوري,Lait laitier de Cadbury
,,Cadbury Whole Nut,كادبوري بالجوز,Noix de Cadbury
,,Cadbury Fruit & Nut,كادبوري بالفاكهة والجوز,Fruits et noix de Cadbury
,,Cadbury Fruit and Nut,كادبوري بالفاكهة والجوز,Fruits et noix de Cadbury
,,Carabao,كاراباو,Carabao
,,Carabao,كاراباو,Carabao
,,Carabao,كاراباو,Carabao
,,Carne-de-sol,كارني دي سول,Carne-de-sol
,,Carotene,كاروتين,Carotène
,,"Carotene, Alpha",كاروتين ، ألفا,"Carotène, alpha"
,,"Carotene, Beta",كاروتين ، بيتا,"Carotène, bêta"
,,"Carotene, Gamma",كاروتين ، جاما,"Carotène, gamma"
,,Curry,كاري,Curry
,,Calcium Caseinate,كازينات الكالسيوم,Caséinate de calcium
,,Custard,كاسترد,Crème
,,Frozen Custard,كاسترد مثلج,Crème pâtissière congelée
,,Castellane,كاستيلان,Castellane
,,Ammonium Caseinate,كاسينات الأمونيوم,Caséinate d'ammonium
,,Cavatelli,كافاتيلي,Cavatelli
,,Caviar,كافيار,Caviar
,,Caffeine,كافيين,Caféine
,,Cocoa,كاكاو,Cacao
,,Cacao,كاكلو,Cacao
,,Calcium,كالسيوم,Calcium
,,Calcium Guanylate,كالسيوم جوانييلات,Guanylate de calcium
,,Calcium guanylate,كالسيوم جوانييلات,Guanylate de calcium
,,Calcium Glycerophosphate,كالسيوم فوسفات الجلسرين,Glycérophosphate de calcium
,,Full Cream,كامل الدسم,Crème entière
,,Cannelloni,كانيلوني,Cannellonis
,,Cup Noodle,كأس النودلز,Bol de nouilles
,,Cup Noodles,كأس النودلز,Bol de nouilles
,,Cubeb Berry,كبابة,Cubeb Berry
,,Zinc Sulfate,كبريتات الزنك,Sulfate de zinc
,,Zinc Sulphate,كبريتات الزنك,Sulfate de zinc
,,Calcium Sulfate,كبريتات الكالسيوم,Sulfate de calcium
,,Calcium Sulfite,كبريتات الكالسيوم,Sulfite de calcium
,,Calcium Sulphate,كبريتات الكالسيوم,Sulfate de calcium
,,Calcium Sulphite,كبريتات الكالسيوم,Sulfite de calcium
,,Calcium sulphate - Calcium sulfate,كبريتات الكالسيوم - سلفات الكالسيوم,Sulfate de calcium
,,Cupric Sulfate,كبريتات الكبريت,Sulfate cuivrique
,,Cupric Sulphate,كبريتات الكبريت,Sulfate de cuivre
,,Copper Sulfate,كبريتات النحاس,Sulfate de cuivre
,,Copper Sulphate,كبريتات النحاس,Sulfate de cuivre
,,Calcium Hydrogen Sulphite,كبريتات هيدروجين الكالسيوم,Calcium Hydrogen Sulphite
,,Calcium sulphite - Calcium sulfite,كبريتيت الكالسيوم - كبريتيت الكالسيوم,Sulfite de calcium
,,Calcium Hydrogen Sulfite,كبريتيت هيدروجين الكالسيوم,Calcium Hydrogen Sulfite
,,Calcium hydrogen sulphite - Calcium hydrogen sulfite,كبريتيت هيدروجين الكالسيوم - كبريتيت هيدروجين الكالسيوم,Calcium Hydrogen Sulphite
,,Alcohol,كحول,Alcool
,,Armagnac,كحول الأرماجناك,Armagnac
,,Applejack,كحول التفاح,Cidre fort
,,Ammonia caramel,كراميل الأمونيا,Caramel à l'ammoniac
,,Caustic sulfite caramel - Caustic sulphite caramel,كراميل كبريتيت الكاوية - كراميل كبريتيت الكاوية,Caramel au sulfite caustique
,,Caraway,كراوية,Carvi
,,Carboxy methyl cellulose - Cellulose gum - CMC,كربوكسي ميثيل السليلوز - سليلوز الصمغ - CMC,Carboxyméthylcellulose - Gomme de cellulose - CMC
,,Carbonate,كربونات,Carbonate
,,Ammonium Carbonate,كربونات الأمونيوم,Bicarbonate d'ammonium
,,Ammonium carbonates,كربونات الأمونيوم,Bicarbonates d'ammonium
,,Zinc Carbonate,كربونات الزنك,Carbonate de zinc
,,Calcium Carbonate,كربونات الكالسيوم,Carbonate de calcium
,,Calcium carbonate,كربونات الكالسيوم,Carbonate de calcium
,,Cherry,كرز,Cerise
,,Amarena Cherries,كرز المارشينو,Huile d'amarante
,,Celeriac,كرفس,Céleri-rave
,,Celery,كرفس,Céleri
,,American Lobster,كركند أمريكي,Homard américain
,,Croissant,كرواسون,Croissant
,,Ethyl Crotonate,كروتونات الأثيل,Crotonate d'éthyle
,,Crocetin,كروسيتين,Crocetin
,,Crocin,كروسين,Crocin
,,Cryptoxanthin,كريبتوزانتين,Cryptoxanthine
,,Cocoa Krispies,كريسبيز الكاكاو,Krispies au cacao
,,Creste di Galli,كريست دي جالي,Creste di Galli
,,Cream of Tartar,كريم الترتار,Crème tartare
,,Crème de Noyaux,كريم دي نويو,Crème de Noyaux
,,Cream,كريمة,Crème
,,Chantilly Cream,كريمة شانتيلي,Crème Chantilly
,,Clotted Cream,كريمة مكثفة,Crème Cloturée
,,Cilantro,كزبرة,Coriandre
,,Coriander,كزبرة,Coriandre
,,Bolivian Coriander,كزبرة بوليفية,Coriandre de Bolivie
,,Chortan,كشك,Chortan
,,Currant,كشمش,Groseille
,,Blackcurrant,كشمش أسود,Cassis
,,Cheese Bun,كعكة الجبن,Pain au fromage
,,Butter Cake,كعكة الزبدة,Gâteau au beurre
,,Chiffon Cake,كعكة الشيفون,Gâteau Mousseline
,,Caraway Seed Cake,كعكة بذور الكراوية,Gâteau aux graines de carvi
,,Crumpet,كعكة مسطحة غير محلاة,Crumpet
,,Cup Cake,كعكة مكوكبة,Cup Cake
,,Dog,كلب,Chien
,,Clementine,كلمنتين,Clémentine
,,Chloropentafluoroethane,كلورو خماسي فلورو الإيثان,Chloropentafluoroéthane
,,Chlorophyllins,كلوروفيلين,Chlorophyllines
,,Chloride,كلوريد,Chlorure
,,Ammonium Chloride,كلوريد الأمونيوم,Chlorure d'ammonium
,,Zinc Chloride,كلوريد الزنك,Chlorure de zinc
,,Calcium chloride,كلوريد الكالسيوم,Chlorure de calcium
,,Calcium Chloride,كلوريد الكالسيوم,Chlorure de calcium
,,Cumin,كمون,Cumin
,,Black Cumin,كمون أسود,Cumin noir
,,Anhydrous Milkfat,كمية الدهن في الحليب,Matière grasse laitière anhydre
,,Amount per Serving,كمية محضرة,Quantité par portion
,,Cup,كوب,Tasse
,,Cobalamin,كوبالامين,Cobalamine
,,Courgette,كوسا,Courgette
,,Zucchini,كوسة,Courgette
,,Coffee Crisp,كوفي كرسب,Café Crisp
,,Coke,كولا,Coca
,,Coke,كولا,Coca
,,Cholesterol,كولسترول,Cholestérol
,,Cholecalciferol,كوليكالسيفيرول,Cholécalciférol
,,Cumian,كوميان,Cumian
,,Cognac,كونياك,Cognac
,,Cake,كيك,Gâteau
,,Blackberry Cake,كيك التوت الأسود,Gâteau aux mûres
,,Carrot Cake,كيك الجزر,Gâteau à la carotte
,,Eccles Cake,كيك إيكلس,Eccles Cake
,,Battenberg Cake,كيك باتنبيرغ,Gâteau de Battenberg
,,Brem Cake,كيك بريم,Brem cake
,,Black Forest Gateau,كيك بلاك فوريست,Gâteau Forêt-Noire
,,Coconut Cake,كيك جوز الهند,Gâteau à la noix de coco
,,Chorley Cake,كيك كورلي,Gâteau Chorley
,,Angel Cake,كيكة اسفنجية,Gâteau des anges
,,Angel Food Cake,كيكة اسفنجية,Gâteau des anges
,,Dundee Cake,كيكة اللوز,Gâteau Dundee
,,Apple Cake,كيكة تفاح,Gâteau aux pommes
,,Calcium lactate,لاكتات الكالسيوم,Lactate de calcium
,,Calcium Lactate,لاكتات الكالسيوم,Lactate de calcium
,,Calcium Lactobionate,لاكتوبيونات الكالسيوم,Lactobionate de calcium
,,Ethyl Lactate,لاكتيت الأثيل,Lactate d'éthyle
,,Artichoke,لأرضي شوكي,Artichaut
,,Acacia gum - gum arabic,لبان عربي,Gomme d'acacia - gomme arabique
,,Clabber,لبن خاثر,Lait aigre
,,Chaas,لبن عيران,Chaas
,,Dahi,لبن هندي,Dahi
,,Dahi,لبن هندي,Dahi
,,Bresaola,لجم مجفف,Bresaola
,,Bresi,لجم مجفف,Brési
,,Beef,لحم,Bœuf
,,Bison Meat,لحم البيسون,Viande de bison
,,Buffalo Meat,لحم الجاموس,Viande de bison
,,Country Ham,لحم الخنزير,Jambon de pays
,,Bak Kwa,لحم باكوا الصيني المقدد,Bakkwa
,,Bakkwa,لحم باكوا الصيني المقدد,Bakkwa
,,Beef stock,لحم بدون بهارات,Bouillon de bœuf
,,Ch'arki,لحم تشاركي المجفف,Ch'arki
,,Chicken meat,لحم دجاج,Viande de poulet
,,Bavette,لحم ستيك بافيت,Bavette
,,Cecina,لحم سيسينا المجفف,Cecina
,,Cold Smoked Bacon,لحم مقدد مدخن,Bacon fumé à froid
,,Added to prevent caking,لمنع التعجين,Ajouté pour empêcher la prise en masse
,,Black-eyed Peas,لوبيا,Cornille
,,Almond,لوز,Amande
,,"Almonds, Ground",لوز خشن,Amandes moulues
,,"Almonds, Ground Natural",لوز طبيعي غير مكرر,Amandes moulues naturelles
,,Chocolate Brown HT,لون الشوكولا البني HT,HT chocolat brun
,,Brilliant Blue,لون أزرق لامع,Bleu brillant
,,BrillIant Blue FCF,لون أزرق لامع FCF,Bleu brillant FCF
,,Brilliant Blue FCF,لون أزرق لامع FCF,Bleu brillant FCF
,,Brilliant Black BN,لون أسود لامع BN,Noir brillant BN
,,Brilliant Black BN - Black PN,لون أسود لامع BN - أسود PN,Noir brillant BN - Noir PN
,,Brilliant Black PN,لون أسود لامع PN,Noir brillant PN
,,Brilliant Black A,لون أسود لامع أ,Noir brillant A
,,Brown FK,لون بني FK,Brun FK
,,Brown HT,لون بني HT,Brun HT
,,Brilliant Scarlet 4R,لون قرمزي لامع 4R,Ponceau 4R
,,Chocolate Liqueur,ليكيور ​​الشوكولاته,Liqueur de chocolat
,,Chocolate Liquor,ليكيور ​​الشوكولاته,Liqueur de chocolat
,,Cocoa Liquor,ليكيور الكاكاو,Liqueur de cacao
,,Bitter Lemon,ليمون مر,Citron amer
,,Buddha's Hand,ليمون يد بوذا,Main de Bouddha
,,Chicken stock,ماء الدجاج,Bouillon de poulet
,,Algin,مادة طبية مستخلصة من الطحالب,Alginate
,,Alginate,مادة طبية مستخلصة من الطحالب,Alginate
,,Cattle,ماشية,Bétail
,,Domestic Goat,ماعز محلي,Chèvre domestique
,,Calcium Malate,مالات الكالسيوم,Malate de calcium
,,Ethyl Maltol,مالتول الأثيل,Ethyl Maltol
,,Anticaking Agent (),مانع للتعجين,Anti-agglomérant
,,Anticaking Agents (),مانع للتعجين,Agents anti-agglomérants
,,Anticaking Agents (),مانع للتعجين,Anti-agglomérants
,,Antifoaming Agents (),مانع للرغوة,Agents anti-mousse
,,Azodicarbonamide,مبيض الدقيق,Azodicarbonamide
,,Creamer,مبيض القهوة,Crémier
,,Frozen,مثلج,Congelé
,,Curly Wurly,مجعد وملفوف,Curly Wurly
,,Dehydrated,مجفف,Déshydraté
,,Dehydrated,مجفف,Déshydraté
,,Dried,مجفف,Séché
,,Air-dried,مجففة بالهواء,Séché à l'air
,,Bay Scallop,محار,Pétoncle de baie
,,Clam,محار,Palourde
,,Cockle,محار,Coque
,,Conch,محار,Conque
,,European Oyster,محار أوروبي,Huître européenne
,,Eastern Oyster,محار شرقي,Huître orientale
,,Dough Conditioner,محسن عجين,Conditionneur de pâte
,,Advantame,محلي غير قلوي,Advantame
,,Artificial Sweeteners (),محليات صناعية,Édulcorants artificiels
,,Acidulants (),محمضات,Acidulants
,,Acidulants and Acids (),محمضات وأحماض,Acidulants et acides
,,Cultured,مخمرة,Cultivé
,,Dehydrated chicken broth,مرق الدجاج المجفف,Bouillon de poulet déshydraté
,,Copper complexes of Chlorophyll and Chlorophyllins,مركبات النحاس من الكلوروفيل والكلوروفيلين,Complexes de cuivre de chlorophylles et de chlorophyllines
,,Coconut Water Concentrate,مركز مياه جوز الهند,Concentré d'eau de coco
,,Blend,مزج,Mélange
,,Acacia Vera,مستحضر الأقاقيا,Gomme arabique
,,Acesulfame,مستحضر بوتاسيوم,Acésulfame
,,Acesulfame K,مستحضر بوتاسيوم K,Acésulfame K
,,Acesulfame-K,مستحضر بوتاسيوم K,Acésulfame-K
,,Amylcinnamaldehyde,مستحضر غسيل اليدين,Amylcinnamaldéhyde
,,Anise Aldehyde,مستخرج اليانسون,Anis aldéhyde
,,Extract,مستخلص,Extrait
,,Cranberry Extract,مستخلص التوت البري,Extrait de canneberge
,,Berry and Fruit Extracts,مستخلص التوت والفاكهة,Extraits de baies et de fruits
,,Cactus Root Extract,مستخلص الجذر الصبار,Extrait de racine de cactus
,,Basil Extract,مستخلص الريحان,Extrait de basilique
,,Extract of Malted Barley and Corn,مستخلص الشعير المملح والذرة,Extrait d'orge malté et de maïs
,,Beet Extract,مستخلص الشمندر,Extrait de betterave
,,Agave Nectar,مستخلص الصباريات,Nectar d'agave
,,Chondrus Extract,مستخلص الطحالب الإيرلندية,Extrait de chondrus
,,Catechu Extract,مستخلص الكاتشو,Extrait de catechu
,,Almond Extract,مستخلص اللوز,Extrait d'amande
,,Extracts of rosemary,مستخلص إكليل الجبل,Extraits de romarin
,,Chicory Root Extract,مستخلص جذر الهندباء,Extrait de racine de chicorée
,,Baker’s Yeast Extract,مستخلص خميرة الخَبز,Extrait de levure de boulanger
,,Corn Silk Extract,مستخلص خيوط حرير الذرة,Extrait de soie de maïs
,,Barley Malt Extract,مستخلص شراب الشعير,Extrait de malt d'orge
,,Annatto Extract,مستخلص نبات الأناتو,Extrait d'annatto
,,Yuca Extract,مستخلص نبات اليوكا,Extrait de Yuca
,,Extracts,مستخلصات,Extraits
,,Cheese Powder,مسحوق الجبن,Poudre de fromage
,,Chili Powder,مسحوق الشطة,Poudre de chili
,,Beetroot Powder,مسحوق الشمندر,Poudre de racine de betterave
,,Coarse Ground,مسحوق القهوة,Terre grossière
,,Curry Powder,مسحوق الكاري,Poudre de curry
,,Cocoa Powder,مسحوق الكاكاو,Poudre de cacao
,,Coconut Milk Powder,مسحوق حليب جوز الهند,Lait de coco en poudre
,,Carob Pod Powder,مسحوق قرنة الخروب,Poudre de gousse de caroube
,,Bird's Custard Powder,"مسحوق كاسترد ""بيرد""",Poudre Bird's custard
,,Boiled,مسلوق / مغلي,Bouilli
,,Agar,مسمكات,Gélose
,,Agar-Agar,مسمكات,Gélose
,,Awamori,مشروب الأواموري الياباني,Awamori
,,Bourbon,مشروب البوربون,Bourbon
,,Betsa-betsa,مشروب البيتسا بيتسا,Betsa-Betsa
,,Chicha,مشروب التشيتشا,Chicha
,,Cider,مشروب التفاح,Cidre
,,"Cider, Apple",مشروب التفاح، تفاح,"Cidre, Pomme"
,,"Cider, Sweet",مشروب التفاح، حلو,Cidre doux
,,"Cider, Hard",مشروب التفاح، لاذع,Cidre dur
,,Drinking Chocolate,مشروب الشوكولاتة,Chocolat à boire
,,5-Hour Energy,مشروب الطاقة 5 أور إنيرجي,5-Hour Energy
,,Arak,مشروب العرق,Arak
,,Arrack,مشروب العرق,Arak
,,Eau-de-Vie,مشروب أو دي في,Eau de Vie
,,Baijiu,مشروب بايجو الصيني,Baijiu
,,Brandy,مشروب براندي,Brandy
,,Blaand,مشروب بلاند,Blaand
,,Burukutu,مشروب بوروكوتو,Burukutu
,,Chambord,مشروب تشامبورد,Chambord
,,Damassine,مشروب داماسين,Damassine
,,Desi Daru,مشروب ديسي دارو,Desi Daru
,,Cassava Beer,مشروب شعير الكسافا,Bière de manioc
,,Black Beer,مشروب شعير أسود,Bière noire
,,Choujiu,مشروب شوجيو الصيني,Choujiu
,,Advocaat,مشروب كحولي,Advocaat
,,Akvavit,مشروب كحولي,Aquavit
,,Ansu Apricot,مشمش,Abricot ansu
,,Apricot,مشمش,Abricot
,,Dried Plum,مشمش مجفف,Prune séchée
,,Allergen,مضاد جيني,Allergène
,,Antioxidants (),مضادات أكسدة,Antioxidants
,,Antioxidants (),مضادات أكسدة,Antioxidants
,,E Number,مضاف غذائي E,Numéros E
,,E100,مضاف غذائي E100,E100
,,E1000 - E1599,مضاف غذائي E1000 - E1599,E1000 - E1599
,,E101i,مضاف غذائي E101i,E101i
,,E101ii,مضاف غذائي E101ii,E101ii
,,E102,مضاف غذائي E102,E102
,,E104,مضاف غذائي E104,E104
,,E110,مضاف غذائي E110,E110
,,E1103,مضاف غذائي E1103,E1103
,,E1105,مضاف غذائي E1105,E1105
,,E120,مضاف غذائي E120,E120
,,E1200,مضاف غذائي E1200,E1200
,,E1201,مضاف غذائي E1201,E1201
,,E1202,مضاف غذائي E1202,E1202
,,E1203,مضاف غذائي E1203,E1203
,,E1204,مضاف غذائي E1204,E1204
,,E1205,مضاف غذائي E1205,E1205
,,E1206,مضاف غذائي E1206,E1206
,,E1207,مضاف غذائي E1207,E1207
,,E1208,مضاف غذائي E1208,E1208
,,E1209,مضاف غذائي E1209,E1209
,,E122,مضاف غذائي E122,E122
,,E123,مضاف غذائي E123,E123
,,E124,مضاف غذائي E124,E124
,,E127,مضاف غذائي E127,E127
,,E129,مضاف غذائي E129,E129
,,E131,مضاف غذائي E131,E131
,,E132,مضاف غذائي E132,E132
,,E133,مضاف غذائي E133,E133
,,E140,مضاف غذائي E140,E140
,,E1404,مضاف غذائي E1404,E1404
,,E141,مضاف غذائي E141,E141
,,E1410,مضاف غذائي E1410,E1410
,,E1412,مضاف غذائي E1412,E1412
,,E1413,مضاف غذائي E1413,E1413
,,E1414,مضاف غذائي E1414,E1414
,,E142,مضاف غذائي E142,E142
,,E1420,مضاف غذائي E1420,E1420
,,E1422,مضاف غذائي E1422,E1422
,,E1440,مضاف غذائي E1440,E1440
,,E1442,مضاف غذائي E1442,E1442
,,E1450,مضاف غذائي E1450,E1450
,,E1451,مضاف غذائي E1451,E1451
,,E1452,مضاف غذائي E1452,E1452
,,E1505,مضاف غذائي E1505,E1505
,,E150a,مضاف غذائي E150a,E150a
,,E150b,مضاف غذائي E150b,E150b
,,E150c,مضاف غذائي E150c,E150c
,,E150d,مضاف غذائي E150d,E150d
,,E151,مضاف غذائي E151,E151
,,E1517,مضاف غذائي E1517,E1517
,,E1518,مضاف غذائي E1518,E1518
,,E1519,مضاف غذائي E1519,E1519
,,E1520,مضاف غذائي E1520,E1520
,,E1521,مضاف غذائي E1521,E1521
,,E153,مضاف غذائي E153,E153
,,E155,مضاف غذائي E155,E155
,,E160a,مضاف غذائي E160a,E160a
,,E160b,مضاف غذائي E160b,E160b
,,E160c,مضاف غذائي E160c,E160c
,,E160d,مضاف غذائي E160d,E160d
,,E160e,مضاف غذائي E160e,E160e
,,E161b,مضاف غذائي E161b,E161b
,,E161g,مضاف غذائي E161g,E161g
,,E162,مضاف غذائي E162,E162
,,E163,مضاف غذائي E163,E163
,,E170,مضاف غذائي E170,E170
,,E171,مضاف غذائي E171,E171
,,E172,مضاف غذائي E172,E172
,,E173,مضاف غذائي E173,E173
,,E174,مضاف غذائي E174,E174
,,E175,مضاف غذائي E175,E175
,,E180,مضاف غذائي E180,E180
,,E200,مضاف غذائي E200,E200
,,E202,مضاف غذائي E202,E202
,,E210,مضاف غذائي E210,E210
,,E211,مضاف غذائي E211,E211
,,E212,مضاف غذائي E212,E212
,,E213,مضاف غذائي E213,E213
,,E214,مضاف غذائي E214,E214
,,E215,مضاف غذائي E215,E215
,,E218,مضاف غذائي E218,E218
,,E219,مضاف غذائي E219,E219
,,E220,مضاف غذائي E220,E220
,,E221,مضاف غذائي E221,E221
,,E222,مضاف غذائي E222,E222
,,E223,مضاف غذائي E223,E223
,,E224,مضاف غذائي E224,E224
,,E226,مضاف غذائي E226,E226
,,E227,مضاف غذائي E227,E227
,,E228,مضاف غذائي E228,E228
,,E234,مضاف غذائي E234,E234
,,E235,مضاف غذائي E235,E235
,,E239,مضاف غذائي E239,E239
,,E242,مضاف غذائي E242,E242
,,E243,مضاف غذائي E243,E243
,,E249,مضاف غذائي E249,E249
,,E250,مضاف غذائي E250,E250
,,E251,مضاف غذائي E251,E251
,,E252,مضاف غذائي E252,E252
,,E260,مضاف غذائي E260,E260
,,E261,مضاف غذائي E261,E261
,,E262,مضاف غذائي E262,E262
,,E263,مضاف غذائي E263,E263
,,E270,مضاف غذائي E270,E270
,,E280,مضاف غذائي E280,E280
,,E281,مضاف غذائي E281,E281
,,E282,مضاف غذائي E282,E282
,,E283,مضاف غذائي E283,E283
,,E284,مضاف غذائي E284,E284
,,E285,مضاف غذائي E285,E285
,,E290,مضاف غذائي E290,E290
,,E296,مضاف غذائي E296,E296
,,E297,مضاف غذائي E297,E297
,,E300,مضاف غذائي E300,E300
,,E301,مضاف غذائي E301,E301
,,E302,مضاف غذائي E302,E302
,,E304,مضاف غذائي E304,E304
,,E306,مضاف غذائي E306,E306
,,E307,مضاف غذائي E307,E307
,,E308,مضاف غذائي E308,E308
,,E309,مضاف غذائي E309,E309
,,E310,مضاف غذائي E310,E310
,,E315,مضاف غذائي E315,E315
,,E316,مضاف غذائي E316,E316
,,E319,مضاف غذائي E319,E319
,,E320,مضاف غذائي E320,E320
,,E321,مضاف غذائي E321,E321
,,E322,مضاف غذائي E322,E322
,,E325,مضاف غذائي E325,E325
,,E326,مضاف غذائي E326,E326
,,E327,مضاف غذائي E327,E327
,,E330,مضاف غذائي E330,E330
,,E331,مضاف غذائي E331,E331
,,E332,مضاف غذائي E332,E332
,,E333,مضاف غذائي E333,E333
,,E334,مضاف غذائي E334,E334
,,E335,مضاف غذائي E335,E335
,,E336,مضاف غذائي E336,E336
,,E337,مضاف غذائي E337,E337
,,E338,مضاف غذائي E338,E338
